hour_of_day,day_of_week,day_of_month,month,time_since_last_min,incidents_last_1h,incidents_last_24h,incidents_last_7d,rolling_frequency,logs_count,metrics_count,logs_count_normalized,metrics_count_normalized,success_rate_last_10,failure_rate_last_10,success_rate_today,action_historical_success_rate,type_action_success_rate,last_action_success,retry_count_1h,escalation_flag,action_effectiveness_score,incident_type_encoded,source_encoded,original_type_encoded,diagnosis_code_encoded,strategy_encoded,severity_encoded,action_type_encoded,source_category_encoded,last_action_taken_encoded
22,0,6,4,60.0,1,1,1,0.5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1
